brand,category,type,capacity,model_code,product_name,mrp_npr,short_description,detailed_specs,specs_list,image_url,photo_path,warranty,source,whatsapp
Samsung,Refrigerator,Single Door,192 L,RR20C22226U/IM,Samsung 192L Single Door Refrigerator (Mystic Blue),39990,Samsung 192L direct cool single door refrigerator with Mystic Blue pattern and digital inverter.,Capacity: 192L | Single Door | Digital Inverter | Clear View Lamp | Toughened Glass | Stabilizer Free,Capacity: 192L | Single Door | Digital Inverter | Clear View Lamp | Toughened Glass | Stabilizer Free,https://images.samsung.com/is/image/samsung/p6pim/in/rr20c22226u-im/gallery/in-single-door-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Single Door,192 L,RR20C22226R/IM,Samsung 192L Single Door Refrigerator (Mystic Red),39990,Samsung 192L direct cool single door refrigerator with Mystic Red pattern and digital inverter.,Capacity: 192L | Single Door | Digital Inverter | Stabilizer Free | Toughened Glass | Anti-Bacterial Gasket,Capacity: 192L | Single Door | Digital Inverter | Stabilizer Free | Toughened Glass | Anti-Bacterial Gasket,https://images.samsung.com/is/image/samsung/p6pim/in/rr20c22226r-im/gallery/in-single-door-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Single Door,192 L,RR20C20C2RH/IM,Samsung 192L Single Door Refrigerator (Red Pattern),33990,Samsung 192L single door direct cool refrigerator with vibrant red pattern finish.,Capacity: 192L | Single Door | Digital Inverter | Energy Efficient | Toughened Glass Shelves,Capacity: 192L | Single Door | Digital Inverter | Energy Efficient | Toughened Glass Shelves,https://images.samsung.com/is/image/samsung/p6pim/in/rr20c20c2rh-im/gallery/in-single-door-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Single Door,192 L,RR20M282ZS8/IM,Samsung 192L Single Door Refrigerator (Silver Wave with Base Drawer),38990,Samsung 192L single door refrigerator in Elegant Silver with extra base storage drawer.,Capacity: 192L | Single Door | Digital Inverter | Base Stand Drawer | Toughened Glass | Energy Efficient,Capacity: 192L | Single Door | Digital Inverter | Base Stand Drawer | Toughened Glass | Energy Efficient,https://images.samsung.com/is/image/samsung/p6pim/in/rr20m282zs8-im/gallery/in-single-door-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Single Door,230 L,RR24A272ZCU/IM,Samsung 230L Single Door Direct Cool Refrigerator (Camellia Blue),44990,Samsung 230L single door direct cool refrigerator with Camellia Blue floral glass door and digital inverter.,Capacity: 230L | Single Door Direct Cool | Digital Inverter | Base Stand Drawer | Toughened Glass Shelves | Stabilizer Free,Capacity: 230L | Single Door Direct Cool | Digital Inverter | Base Stand Drawer | Toughened Glass Shelves | Stabilizer Free,https://images.samsung.com/is/image/samsung/p6pim/in/rr24a272zcu-im/gallery/in-single-door-rr24a272zcu-im-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT28C3221CU/IM,Samsung 253L Double Door Refrigerator (Camellia Blue),61990,Samsung 253L Camellia Blue floral frost-free double door refrigerator.,Capacity: 253L | Double Door | Digital Inverter | Easy Slide Shelf | Toughened Glass | LED Lighting,Capacity: 253L | Double Door | Digital Inverter | Easy Slide Shelf | Toughened Glass | LED Lighting,https://images.samsung.com/is/image/samsung/p6pim/in/rt28c3221cu-im/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT28C3221CR/IM,Samsung 253L Double Door Refrigerator (Camellia Red),61990,Samsung 253L floral design Camellia Red double door refrigerator with smart inverter.,Capacity: 253L | Double Door | Digital Inverter | Cool Pack 12 Hours | Deodorizer | Stabilizer Free Operation,Capacity: 253L | Double Door | Digital Inverter | Cool Pack 12 Hours | Deodorizer | Stabilizer Free Operation,https://images.samsung.com/is/image/samsung/p6pim/in/rt28c3221cr-im/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT28A3022GS/IM,Samsung 253L Double Door Refrigerator (Gray Silver),56490,Samsung 253L elegant Gray Silver double door refrigerator with Digital Inverter Technology.,Capacity: 253L | Double Door | Digital Inverter | All-around Cooling | Movable Ice Maker | Base Stand Drawer,Capacity: 253L | Double Door | Digital Inverter | All-around Cooling | Movable Ice Maker | Base Stand Drawer,https://images.samsung.com/is/image/samsung/p6pim/in/rt28a3022gs-im/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT40H28WNCPIM,Samsung 253L Double Door Refrigerator Clean Steel,63990,Samsung 253L Frost Free double door refrigerator in Clean Steel finish.,Capacity: 253L | Double Door | Inverter | Toughened Glass | All Around Cooling,Capacity: 253L | Double Door | Inverter | Toughened Glass | All Around Cooling,https://images.samsung.com/is/image/samsung/p6pim/in/rt40h28wncpim/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT40H28WNQIM,Samsung 253L Double Door Refrigerator Elegant Inox,62990,Samsung 253L double door refrigerator in Elegant Inox finish.,Capacity: 253L | Double Door | Digital Inverter | Cool Pack | Door Alarm,Capacity: 253L | Double Door | Digital Inverter | Cool Pack | Door Alarm,https://images.samsung.com/is/image/samsung/p6pim/in/rt40h28wnqim/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Double Door,253 L,RT40H28WNPIM,Samsung 253L Double Door Refrigerator Platinum Inox,60990,Samsung 253L double door frost free refrigerator with energy saving inverter.,Capacity: 253L | Double Door | Digital Inverter | Moist Fresh Zone | Toughened Glass,Capacity: 253L | Double Door | Digital Inverter | Moist Fresh Zone | Toughened Glass,https://images.samsung.com/is/image/samsung/p6pim/in/rt40h28wnpim/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,refrigerator,253,RT28A3022GS,Samsung 253L Double Door Refrigerator RT28A3022GS | Digital Inverter Technology | Frost Free | Multi Flow Cooling | Silver Finish | 10 Years Warranty,59990,"Bring home reliable cooling and modern elegance with the Samsung RT28A3022GS 253L Double Door Refrigerator. Featuring Digital Inverter Technology, Frost Free Cooling, and Multi Flow Air circulation, it keeps your food fresh while ensuring efficient and quiet performance. Its spacious interior, easy slide shelf, toughened glass shelves, and elegant silver finish make it a perfect choice for modern families. With Smart Connect Inverter and stabilizer-free operation, enjoy uninterrupted cooling and long-lasting durability. Highlights: 253L Large Capacity | | | | | | Double Door Design | | | | | | Frost Free Cooling | | | | | | Digital Inverter Technology | | | | | | Multi Flow Cooling | | | | | | Smart Connect Inverter | | | | | | Stabilizer Free Operation | | | | | | Easy Slide Shelf | | | | | | Toughened Glass Shelves | | | | | | Twisted Ice Maker | | | | | | Elegant Silver Finish | | | | | | 10 Years Compressor Warranty",Brand: Samsung; SKU: 119344953_NP-1034988719; Refrigerator Type: Double Door; Net Depth (mm): 800; Refrigerator Features: Toughened Glass Shelves; Net Height (mm): 1800; Energy Rating: 3 Star; Refrigerator Capacity (L): 253; Net Width (mm): 609; Warranty Duration: 10 Years; Inverter type air-conditioner: Yes; Number of doors: 2; Fridge Configuration: Freezer on top; Nofrost system: Frost Free; Model: RT28A3022GS; Warranty Policy EN: 1 year on complete machine and 10 years on compressor,Brand: Samsung | SKU: 119344953_NP-1034988719 | Refrigerator Type: Double Door | Net Depth (mm): 800 | Refrigerator Features: Toughened Glass Shelves | Net Height (mm): 1800 | Energy Rating: 3 Star | Refrigerator Capacity (L): 253 | Net Width (mm): 609 | Warranty Duration: 10 Years | Inverter type air-conditioner: Yes | Number of doors: 2 | Fridge Configuration: Freezer on top | Nofrost system: Frost Free | Model: RT28A3022GS | Warranty Policy EN: 1 year on complete machine and 10 years on compressor,https://static-01.daraz.com.np/p/d1f13f50bbe7dd12556f55d6784c706e.png,photos\Samsung\RT28A3022GS.png,10 Years Brand Warranty,daraz_scrape,9779765985999
Samsung,Refrigerator,Double Door,275 L,RT30K3342S8/IM,Samsung 275L Double Door Frost Free Refrigerator,67990,Samsung 275L double door frost-free refrigerator with Digital Inverter Compressor and All-Around Cooling.,Capacity: 275L | Double Door Frost Free | Digital Inverter | All Around Cooling | Toughened Glass Shelves | MoistFresh Zone,Capacity: 275L | Double Door Frost Free | Digital Inverter | All Around Cooling | Toughened Glass Shelves | MoistFresh Zone,https://images.samsung.com/is/image/samsung/p6pim/in/rt30k3342s8-im/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,refrigerator,275,RT40H30WNPIN,"Samsung 275L,Digital Inverter Frost Free Double Door Refrigerator (RT40H30WNPIN, Matt Doi Metal, 2026 Model)",68990,"Twist Ice Maker Samsung Twist Ice Maker is easy to use. Simple twist is all you need to dispense ice cubes. Also comparatively less freezer area means fast ice making, which means you can have more ice cubes in short time of period. Easy Slide Shelf Reaching into a refrigerator often means navigating an obstacle course of food items. But the Easy Slide shelf is built on rolling hinges and pulls out, so you can efficiently organise and easily access your food items – and easily see exactly what you have stored in the back. Power Freeze Now never run out of ice cubes. The Power Freeze feature on this Samsung refrigerator allows up to 31%* faster ice making, thus conveniently reducing the waiting time. Have ice cubes anytime with the push of a button. * Result basis on Samsung internal lab test conditions. Individual results may vary. Power Cool Chill food 31%* faster with the Power Cool feature on this Samsung refrigerator. With faster chill, food will stay optimally fresh for longer and beverages will be quickly chilled. * Result basis on Samsung internal lab test conditions. Individual results may vary. Door Alarm Now even if you forget to shut your refrigerator door the refrigerat",Brand: Samsung; SKU: 127955508_NP-1034985603; Refrigerator Type: Double Door; Net Depth (mm): 555; Net Height (mm): 1635; Refrigerator Capacity (L): 275; Net Width (mm): 637; Warranty Duration: 1 Years Full Services Warranty & 20 Years Warranty on Compressor; Number of doors: 2; Fridge Configuration: Freezer on top; Nofrost system: Frost Free; Model: RT40H30WNPIN; Warranty Policy EN: 1 Years Full Services Warranty & 10 Years Warranty on Compressor,Brand: Samsung | SKU: 127955508_NP-1034985603 | Refrigerator Type: Double Door | Net Depth (mm): 555 | Net Height (mm): 1635 | Refrigerator Capacity (L): 275 | Net Width (mm): 637 | Warranty Duration: 1 Years Full Services Warranty & 20 Years Warranty on Compressor | Number of doors: 2 | Fridge Configuration: Freezer on top | Nofrost system: Frost Free | Model: RT40H30WNPIN | Warranty Policy EN: 1 Years Full Services Warranty & 10 Years Warranty on Compressor,https://static-01.daraz.com.np/p/69228154fc0ae7b7d16720168350f675.jpg,photos\Samsung\RT40H30WNPIN.jpg,1 Years Full Services Warranty & 20 Years Warranty on Compressor,daraz_scrape,9779765985999
Samsung,Refrigerator,5 in 1 Convertible,350 L,RT38DG5A22BS8IM,Samsung 350L 5-in-1 Convertible Refrigerator,96990,Samsung 350L double door frost free refrigerator with 5-in-1 convertible technology and digital inverter.,Capacity: 350L | 5-in-1 Modes | Digital Inverter | Easy Slide Shelf | Big Bottle Guard | Stabilizer Free,Capacity: 350L | 5-in-1 Modes | Digital Inverter | Easy Slide Shelf | Big Bottle Guard | Stabilizer Free,https://images.samsung.com/is/image/samsung/p6pim/in/rt38dg5a22bs8im/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,5 in 1 Convertible,396 L,RT41DG6A22BSLHL,Samsung 396L 5-in-1 Convertible Frost Free Refrigerator,112990,"Samsung 396L Double Door Refrigerator with 5-in-1 convertible modes, Twin Cooling Plus, smart connect inverter.",Capacity: 396L | 5-in-1 Convertible | Digital Inverter | Twin Cooling Plus | Power Freeze & Power Cool | Toughened Glass Shelves,Capacity: 396L | 5-in-1 Convertible | Digital Inverter | Twin Cooling Plus | Power Freeze & Power Cool | Toughened Glass Shelves,https://images.samsung.com/is/image/samsung/p6pim/in/rt41dg6a22bslhl/gallery/in-top-mount-freezer-rt41dg6a22bslhl-front-silver-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,5 in 1 Convertible,396 L,RT41HG6A422SLHL,Samsung 396L 5-in-1 Smart Convertible Refrigerator,116990,Samsung 396L premium double door refrigerator with smart inverter compressor and 5 conversion modes.,Capacity: 396L | 5-in-1 Convertible | Twin Cooling Plus | LED Lighting | Anti-Bacterial Gasket,Capacity: 396L | 5-in-1 Convertible | Twin Cooling Plus | LED Lighting | Anti-Bacterial Gasket,https://images.samsung.com/is/image/samsung/p6pim/in/rt41hg6a422slhl/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,5 in 1 Convertible,419 L,RT45DG6A22BSLHL,Samsung 419L 5-in-1 Convertible Frost Free Refrigerator,120990,"Samsung 419L Double Door Refrigerator with 5-in-1 convertible modes, Twin Cooling Plus, and Digital Inverter technology.","Capacity: 419L | 5-in-1 Convertible Modes (Normal, Extra Fridge, Seasonal, Vacation, Home Alone) | Twin Cooling Plus | Digital Inverter | Toughened Glass Shelves","Capacity: 419L | 5-in-1 Convertible Modes (Normal, Extra Fridge, Seasonal, Vacation, Home Alone) | Twin Cooling Plus | Digital Inverter | Toughened Glass Shelves",https://images.samsung.com/is/image/samsung/p6pim/in/rt45dg6a22bslhl/gallery/in-top-mount-freezer-rt45dg6a22bslhl-front-black-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,5 in 1 Convertible,419 L,RT45HG6A422SLHL,Samsung 419L 5-in-1 Smart Convertible Refrigerator,120990,Premium 419L double door refrigerator featuring AI Energy Mode and 5 customizable cooling modes.,Capacity: 419L | 5-in-1 Convertible | AI Energy Mode | Stabilizer Free Operation | Deodorizing Filter,Capacity: 419L | 5-in-1 Convertible | AI Energy Mode | Stabilizer Free Operation | Deodorizing Filter,https://images.samsung.com/is/image/samsung/p6pim/in/rt45hg6a422slhl/gallery/in-top-mount-freezer-thumb,,1 Year Comprehensive + 20 Years on Compressor,local_price_list,9779765985999
Samsung,Refrigerator,Side by Side (SBS),700 L,RS78CG8543SLIM,Samsung 700L Side-by-Side Refrigerator,222990,"Samsung 700L Side-by-Side refrigerator with SpaceMax technology, Digital Inverter Compressor, All-around Cooling, and sleek premium finish.",Capacity: 700L | Type: Side by Side | Digital Inverter Compressor | SpaceMax Technology | Multi Flow Cooling | SmartThings Connectivity | Frost Free,Capacity: 700L | Type: Side by Side | Digital Inverter Compressor | SpaceMax Technology | Multi Flow Cooling | SmartThings Connectivity | Frost Free,https://images.samsung.com/is/image/samsung/p6pim/in/rs78cg8543slim/gallery/in-side-by-side-rs78cg8543slim-front-silver-thumb-536485859,,1 Year Comprehensive + 20 Years on Digital Inverter Compressor,local_price_list,9779765985999
Samsung,Television,television,,UA55U8500F,SAMSUNG 55 Inch Crystal UHD 4K Smart TV UA55U8500F,102990,"Features Vivid crystal colors come to life Top 4 Features PurColor Fine-tuned colors for a vibrant, lifelike picture 4K Upscaling Watch your favorite content in 4K Motion Xcelerator Experience improved picture clarity Q-Symphony TV and soundbar orchestrated in perfect harmony PurColor Fine-tuned colors for a vibrant, lifelike picture PurColor expresses the content you watch in vivid colors. It enables the TV to express a huge range of colors for optimal picture performance that translates into an immersive viewing experience. 4K Upscaling Watch your favorite content in 4K Powerful 4K upscaling ensures you get up to 4K resolution for the content you love. Layered screens depict 4K Upscaling at work. Light ripples through the layered screens to optimize the picture at the forefront. The details of a palm tree, skateboard and shoes of a skateboarder in a scene are upscaled to great clarity. stop video * Viewing experience may vary according to types of content and format. * 4K upscaling may not apply to PC connection and Game Mode. Only a Samsung account can enable your smart features. Login now! What's the point of a smart TV if you can't enjoy its smart features? Log in to your Sams",Brand: Samsung; SKU: 104438584_NP-1025482763; Display Resolution: 3840 x 2160; Smart TV OS: Tizen OS; TV Technology: LED; Number of USB ports: 2; Tv Resolution: 4K Ultra HD (2160p / 3840x2160); Number of HDMI Ports: 2; Smart TV: Yes; display_size_tv: 55; Model: UA55U8500F,Brand: Samsung | SKU: 104438584_NP-1025482763 | Display Resolution: 3840 x 2160 | Smart TV OS: Tizen OS | TV Technology: LED | Number of USB ports: 2 | Tv Resolution: 4K Ultra HD (2160p / 3840x2160) | Number of HDMI Ports: 2 | Smart TV: Yes | display_size_tv: 55 | Model: UA55U8500F,https://np-live-21.slatic.net/kf/S5c4e858795db479cbd0041b6686ab8514.jpg,photos\Samsung\UA55U8500F.jpg,3 years full product warranty,daraz_scrape,9779765985999
Samsung,Television,television,,SAMSUNG,SAMSUNG 55 inch Crystal 4K UHD Smart Led Tv UA55U8500F,102990,"Features Vivid crystal colors come to life Top 4 Features PurColor Fine-tuned colors for a vibrant, lifelike picture 4K Upscaling Watch your favorite content in 4K Motion Xcelerator Experience improved picture clarity Q-Symphony TV and soundbar orchestrated in perfect harmony PurColor Fine-tuned colors for a vibrant, lifelike picture PurColor expresses the content you watch in vivid colors. It enables the TV to express a huge range of colors for optimal picture performance that translates into an immersive viewing experience. 4K Upscaling Watch your favorite content in 4K Powerful 4K upscaling ensures you get up to 4K resolution for the content you love. Layered screens depict 4K Upscaling at work. Light ripples through the layered screens to optimize the picture at the forefront. The details of a palm tree, skateboard and shoes of a skateboarder in a scene are upscaled to great clarity. stop video * Viewing experience may vary according to types of content and format. * 4K upscaling may not apply to PC connection and Game Mode. Only a Samsung account can enable your smart features. Login now! What's the point of a smart TV if you can't enjoy its smart features? Log in to your Sams",Brand: Samsung; SKU: 101742262_NP-1022496195; Smart TV OS: Tizen OS; Tv Resolution: 4K Ultra HD (2160p / 3840x2160); Smart TV: Yes; display_size_tv: 55,Brand: Samsung | SKU: 101742262_NP-1022496195 | Smart TV OS: Tizen OS | Tv Resolution: 4K Ultra HD (2160p / 3840x2160) | Smart TV: Yes | display_size_tv: 55,https://np-live-21.slatic.net/kf/Se4894a1ab46c4984aadf5fec926e0de4Y.jpg,photos\Samsung\101742262-NP-1022496195.jpg,2 Years Brand Warranty,daraz_scrape,9779765985999
Samsung,Television,television,,UA32T4340BKXXL,SAMSUNG UA32H4550 - 32 inch Smart HD LED TV,39990,"Highlights HDR Personal Computer Music System Screen Mirroring Features HD picture quality Enjoy HD TV in Digital era. Once you see high definition of TV with vivid and crisp details, you’ll never look back to standard definition or analog TVs. * Pixel representations on TV screen are simulated scene to help consumers understand. Personal Computer Mode The office in your living room. The Personal Computer mode lets you work from the cloud on presentations, Excel and Word documents. You can also mirror your laptop for a big screen convenience or remotely access your office computer. Another excuse to work from home. Content Guide Your kind of content, ready for you to watch. Discover a new movie or show, every time you turn on your TV. The Content Guide on your Smart TV recommends you the most popular movies and shows across all your apps. Now, spend less time searching for good content and more time enjoying it. Music System Music will never be the same. Play your music with an added touch of style. The Music Player feature turns your Smart TV into a stylish virtual music system. With three different colour tones to choose from, you will be in for a funbelievable visual experience ",Brand: Samsung; SKU: 104816271_NP-1026286578; Display Resolution: 720x1340; Smart TV OS: Tizen OS; TV Technology: HD; Number of USB ports: 1; Tv Resolution: HD Ready (1366 x 768); Number of HDMI Ports: 2; Smart TV: Yes; display_size_tv: 32; Model: UA32T4340BKXXL,Brand: Samsung | SKU: 104816271_NP-1026286578 | Display Resolution: 720x1340 | Smart TV OS: Tizen OS | TV Technology: HD | Number of USB ports: 1 | Tv Resolution: HD Ready (1366 x 768) | Number of HDMI Ports: 2 | Smart TV: Yes | display_size_tv: 32 | Model: UA32T4340BKXXL,https://np-live-21.slatic.net/kf/S0e026afcfc83438bae1b57fcb10b00de4.jpg,photos\Samsung\UA32T4340BKXXL.jpg,3 years full parts warranty,daraz_scrape,9779765985999
Samsung,Television,television,,UA43F5550FUXXL,Samsung 108 cm (43 inches) FHD Smart LED TV UA43F5550FUXXL,54990,"From the manufacturer Previous page Twice the clarity of regular HD TV Your favorite TV programs and movies just got real. Full HD resolution offers twice the resolution of HD TV — making it much richer and clearer Next page High Dynamic Range increases the ratio between the lightest and darkest areas on screen Click to play video Previous page The best of TV. All for free. Dive into a vast collection of shows, movies and other content on Samsung TV Plus. It comes installed for free on your TV — no payment, subscription or setup required Next page Previous page Multiple Voice Assistants Choose the voice assistant you're used to. Pick Bixby or Amazon Alexa to be the voice assistant you use to control your TV Next page Enhanced contrast with rich darkness and brilliant light Highlights: Brand: Samsung | | Model: UA43T5400ARXHE | | Screen Size : 43 (108 cm) | | Smart LED TV : Yes | | 1920 x 1080 Pixels | | Sound : 20 Watts Output | | USB : 1, HDMI : 2 | | Picture Engine: Hyper Real | | Voice Assistant with One Remote Control | | Ultra Pix &amp; HDR (High Dynamic Range) | | 3 years Full services&nbsp; Warranty&nbsp;",Brand: Samsung; SKU: 104784903_NP-1026234538; Smart TV OS: Not Specified; Curved TV: No; TV Technology: LED; Number of USB ports: 2; Tv Resolution: Full HD (1080p / 1920×1080); Smart TV: Yes; display_size_tv: 43; Cinema 3D: No; Model: UA43F5550FUXXL; Warranty Policy EN: 3 years Full Services Warranty,Brand: Samsung | SKU: 104784903_NP-1026234538 | Smart TV OS: Not Specified | Curved TV: No | TV Technology: LED | Number of USB ports: 2 | Tv Resolution: Full HD (1080p / 1920×1080) | Smart TV: Yes | display_size_tv: 43 | Cinema 3D: No | Model: UA43F5550FUXXL | Warranty Policy EN: 3 years Full Services Warranty,https://static-01.daraz.com.np/p/ce612b76be44b0b45d3f79edf892074f.jpg,photos\Samsung\UA43F5550FUXXL.jpg,3 years Full Services Warranty,daraz_scrape,9779765985999
Samsung,Television,HD Smart TV,32 Inch,UA32H4570FUXKL,"Samsung 32"" Smart HD LED TV",38990,"Samsung 32-inch Smart HD LED TV with Wide Color Enhancer Plus, Clear Motion Rate, and built-in WiFi.","Screen: 32 Inch | HD Ready (1366x768) | Smart TV Platform | Wide Color Enhancer | 2x HDMI, 1x USB | 20W Speakers","Screen: 32 Inch | HD Ready (1366x768) | Smart TV Platform | Wide Color Enhancer | 2x HDMI, 1x USB | 20W Speakers",https://images.samsung.com/is/image/samsung/p6pim/in/ua32h4570fuxkl/gallery/in-hd-thumb,,1 Year Comprehensive + 1 Year Additional on Panel,local_price_list,9779765985999
Samsung,Television,HD Smart TV,32 Inch,UA32H4550FUXKL,"Samsung 32"" Smart HD Ready TV",38990,Samsung 32-inch HD Smart TV with Indian Cinema mode and crisp sound output.,"Screen: 32 Inch | HD Ready | Smart Hub | ConnectShare Movie | 2x HDMI, 1x USB | 20W Audio","Screen: 32 Inch | HD Ready | Smart Hub | ConnectShare Movie | 2x HDMI, 1x USB | 20W Audio",https://images.samsung.com/is/image/samsung/p6pim/in/ua32h4550fuxkl/gallery/in-hd-thumb,,1 Year Comprehensive + 1 Year Additional on Panel,local_price_list,9779765985999
Samsung,Television,television,,UA43F5500FUXXL,Samsung 43 Inch Full HD Smart TV UA43F5500FUXXL | HDR 10+ | Tizen OS Smart TV | WiFi & Bluetooth | 2 HDMI 1 USB | Slim Bezel Design | Voice Control | 20W Sound | Screen Mirroring | 3 Years Warranty,68000,"Enjoy immersive entertainment with the Samsung 43 Inch Full HD Smart TV. Featuring HDR 10+ for vivid picture quality, Tizen OS for smooth smart performance, and 20W powerful sound, this TV is perfect for everyday viewing. With built-in WiFi, Bluetooth, screen mirroring, and a slim bezel design, it combines style and functionality. Comes with 3 Years Official Warranty for complete peace of mind. PurColor Fine-tuned color for vibrant, lifelike picture PurColor enables the TV to express a huge range of colors for optimal picture performance for an immersive viewing experience. Smart Hub Discover your favorite content in one place Optimize content curation and discovery, so you spend less time searching and more time streaming movies, games and shows you love. SmartThings Your best home butler Relax and let SmartThings seamlessly connect to, monitor and control all your smart devices to intuitively control your home via a built-in hub. Gaming Experience Motion Xcelerator Smooth motion for a clear picture Experience clear picture and performance. Motion Xcelerator automatically estimates and compensates frames for the source of contents. Auto Low Latency Mode (ALLM) Instantly reacts to ",Brand: Samsung; SKU: 127997331_NP-1035031505; Energy Rating: 5 Star; Display Resolution: FULL HD; Smart TV OS: Tizen OS; Speakers Config: 20 Watt; Refresh Rate: 100 Hz; Tv Resolution: Full HD (1080p / 1920×1080); Smart TV: Yes; display_size_tv: 43; Model: UA43F5500FUXXL,Brand: Samsung | SKU: 127997331_NP-1035031505 | Energy Rating: 5 Star | Display Resolution: FULL HD | Smart TV OS: Tizen OS | Speakers Config: 20 Watt | Refresh Rate: 100 Hz | Tv Resolution: Full HD (1080p / 1920×1080) | Smart TV: Yes | display_size_tv: 43 | Model: UA43F5500FUXXL,https://static-01.daraz.com.np/p/84462ac5ea7cb718563985783a0a208f.png,photos\Samsung\UA43F5500FUXXL.png,3 Years Full warranty Incliding Panel and Mother Board,daraz_scrape,9779765985999
Samsung,Television,television,,UA43U8500F,"Samsung 43 inch Crystal 4K UHD Smart TV - UA43U8500F With Crystal Display, Free Installation & Demonstration And 3 Year Full Product Warranty",74990,"ue Worth Benefit Highlights: 📺 | | 43” Ultra-Crystal 4K UHD Display | | – Cinematic brilliance with lifelike detail. | | | | | | ⚡ | | Next-Gen Crystal 4K Processor | | – AI-driven clarity &amp; flawless upscaling. | | | | | | 🌈 | | HDR10+ &amp; HDR Support | | – Deep contrasts, brighter whites &amp; richer colors. | | | | | | 🎶 | | Adaptive Sound with Q-Symphony | | – Harmonized, theater-like audio immersion. | | | | | | 🎤 | | Voice-Controlled Smart Experience | | – Bixby, Alexa &amp; Google Assistant in one. | | | | | | ☀️ | | Eco-Friendly SolarCell Remote | | – Sleek, sustainable &amp; endlessly rechargeable. | | | | | | 🎮 | | Motion Rate 100 + Auto Motion Plus | | – Ultra-smooth action for sports &amp; gaming. | | | | | | 🖼️ | | AirSlim 3-Bezel-less Design | | – Minimalist elegance that enhances any living space. | | | | | | 📡 | | Future-Ready Connectivity | | – Wi-Fi, Bluetooth 5.2, HDMI (x3), USB &amp; more. | | | | | | ✅ | | Exclusive Samsung Care | | – 3 Years Full Warranty + Free Professional Installation.","Brand: Samsung; SKU: 128174603_NP-1035286360; Display Resolution: 4K (3,840 x 2,160); Smart TV OS: Tizen OS; Tv Resolution: 4K Ultra HD (2160p / 3840x2160); Smart TV: Yes; display_size_tv: 43; Model: UA43U8500F; Warranty Policy EN: 3 years full warranty","Brand: Samsung | SKU: 128174603_NP-1035286360 | Display Resolution: 4K (3,840 x 2,160) | Smart TV OS: Tizen OS | Tv Resolution: 4K Ultra HD (2160p / 3840x2160) | Smart TV: Yes | display_size_tv: 43 | Model: UA43U8500F | Warranty Policy EN: 3 years full warranty",https://static-01.daraz.com.np/p/fec9bd65c7cd34bacf1755a3b4243223.png,photos\Samsung\UA43U8500F.png,3 Years Brand Warranty,daraz_scrape,9779765985999
Samsung,Television,Crystal UHD 4K Smart TV,43 Inch,UA43DU7700RSHE,"Samsung 43"" DU7700 Crystal UHD 4K Smart TV",74990,"Samsung 43-inch DU7700 Crystal 4K Smart TV with PurColor, 4K Upscaling, and Q-Symphony sound.","Screen: 43 Inch | 4K UHD | PurColor | Crystal Processor 4K | 4K Upscaling | Motion Xcelerator | 3x HDMI, 1x USB","Screen: 43 Inch | 4K UHD | PurColor | Crystal Processor 4K | 4K Upscaling | Motion Xcelerator | 3x HDMI, 1x USB",https://images.samsung.com/is/image/samsung/p6pim/in/ua43du7700rshe/gallery/in-uhd-4k-thumb,,1 Year Comprehensive + 1 Year Additional on Panel,local_price_list,9779765985999
